Date,AAL,UAL,DAL,LUV
2016-02-25,0.010939716745758776,0.022229064782096408,0.011036304785582374,0.014902725808792372
2016-02-26,-0.000978256769734731,0.0172925460606006,-0.016577238986498877,0.004992262628632282
2016-02-29,0.0021975384928438757,0.029239218181846383,-0.008668747006562061,-0.00023831060895496137
2016-03-01,0.022239301016361512,0.048952863787199874,0.004920093465313968,0.012787314221325286
2016-03-02,0.01648522921221618,0.04069966428890215,-0.002263155196755573,-0.0004767689794551444
2016-03-03,0.02343388329505558,0.04792491488002426,0.0026680583728175833,0.0016668582643641905
2016-03-04,0.017446558652763677,0.04207995837137446,0.000205452003948281,-0.011023334472393564
2016-03-07,0.0293855731323025,0.03533312216378892,-0.00556416602752785,-0.011505389383487774
2016-03-08,-0.0034280001523483428,0.013041712981522124,-0.051444702962632594,-0.008857004285365733
2016-03-09,0.017926877037135025,0.03237784865665372,-0.04025696919815358,0.008543018629850074
2016-03-10,0.017446558652763677,0.029239218181846383,-0.03470973250952092,0.007124210761239702
2016-03-11,0.03742344485643079,0.048438988741610345,-0.02013563070565194,0.032128516301130006
2016-03-14,0.040244959306374284,0.058835343450748034,-0.015950632609925908,0.04337356549397109
2016-03-15,0.02891072845659126,0.04294164282605717,-0.01866890027901036,0.03879897457761361
2016-03-16,0.033648968978346794,0.05526847623858533,0.0022580448885549664,0.050876199902166075
2016-03-17,0.02867317623271637,0.05645884615146013,-0.0008223873002410897,0.03834035364871946
2016-03-18,0.06000611580070192,0.08279159944973369,0.028165156298104677,0.0587724274631487
2016-03-22,0.04422851869218025,0.08411503769161754,0.0148906279751575,0.06124130111307213
2016-03-23,0.02438846812158202,0.07163878870911589,0.005124537211917524,0.05719816210745865
2016-03-24,-0.010072554098970787,0.03931752831356761,-0.016995221387656745,0.0488356108338075
2016-03-28,0.0,0.04052702642773909,-0.009498297334405326,0.043145371463280124
2016-03-29,0.010697856356689961,0.053395008773034824,0.009612533701568005,0.06191354269125915
2016-03-30,0.01142316991828718,0.07297699592519002,0.013675118144548026,0.06950117464507422
2016-03-31,0.0024413702642709367,0.07364546044582543,0.0004109401687646397,0.06549136068199468
2016-04-01,-0.03456764374870813,0.01976385157039129,-0.03449702488800366,0.06011986472890074
2016-04-04,-0.03837045038599918,0.00430644601914576,-0.03152329277788857,0.049969766244835956
2016-04-05,-0.04960935875000949,-0.0005395949161988156,-0.031311261785945455,0.03902824990768261
2016-04-06,-0.05038023836138539,-0.008487657648519331,-0.030463425464098304,0.03994456385907341
2016-04-07,-0.06435926228508082,-0.04505682120035148,-0.060573259757506825,0.03948655553369873
2016-04-08,-0.06071628691772535,-0.046562808214906326,-0.04993135939831994,0.0587724274631487
2016-04-11,-0.054760046504159554,-0.03476386530342879,-0.044330346886180205,0.05584677960885731
2016-04-12,-0.042952951041798304,-0.02808355442521826,-0.04261320049316897,0.06213757978768131
2016-04-13,-0.023996234607646993,-0.0005395949161988156,-0.012823317950191537,0.0884403140261445
2016-04-14,0.006335263094888077,0.019940111094267188,-0.0034997084876193796,0.10724149320472742
2016-04-15,0.0,0.02293231577409216,-0.02412762317898398,0.11428156134406642
2016-04-18,0.00024436812477857117,0.024337268860956662,-0.044330346886180205,0.11555620691674573
2016-04-19,0.010456029733205252,0.04294164282605717,-0.03747954507385387,0.11619300188976389
2016-04-20,0.00851893875139842,0.05237161836903237,-0.04325682583216217,0.11449408810683881
2016-04-21,-0.022245147293503464,-0.05260975613917607,-0.07886170629213085,0.12884335971806848
2016-04-22,-0.06827729071306798,-0.09164846492415402,-0.08667516915323059,0.1187358922307058
2016-04-25,-0.10045661556723973,-0.11902012153917774,-0.10225986928502628,0.11023421440593095
2016-04-26,-0.1026211681720115,-0.12368969750267844,-0.110029564468753,0.09583004882570068
2016-04-27,-0.10832535564217505,-0.12776802222122674,-0.10773812268885186,0.0825328368698881
2016-04-28,-0.1286892365672312,-0.14591279329221063,-0.12691832993356122,0.0488356108338075
2016-04-29,-0.16492310681732514,-0.1938606142984196,-0.15507593272701525,0.06124130111307213
2016-05-02,-0.17244624199737268,-0.17547578885196824,-0.14314830988190108,0.04770008097564826
2016-05-03,-0.16809899500505754,-0.16545328857623476,-0.1255194591191211,0.02773386510380549
2016-05-04,-0.2085235203906306,-0.19955244521857152,-0.16085207076421115,-0.00717532953891542
2016-05-05,-0.2206411393825869,-0.2119227720144119,-0.1531578829227147,-0.010300733459668976
2016-05-06,-0.21395832576617257,-0.1962647375803681,-0.14623576643329983,-0.0054964780752388975
2016-05-09,-0.21668684515265113,-0.19604597986043037,-0.13770893599395784,0.005466431877046318
2016-05-10,-0.1918016802586524,-0.1682154504649862,-0.12482066802588188,0.020988847724965787
2016-05-11,-0.2191183970280406,-0.1940789777129721,-0.14007026620374097,0.0035684949590093495
2016-05-12,-0.266798425682536,-0.23918598796299406,-0.16957941368173746,-0.01779315663239256
2016-05-13,-0.2610695651784969,-0.23781640605472143,-0.15675720363214385,-0.009578562434443771
2016-05-16,-0.24189567238680265,-0.2208534301136389,-0.12365721852601697,0.00641409639703161
2016-05-17,-0.22583601681505439,-0.2105900850560909,-0.10819600865145995,0.005703477412053903
2016-05-18,-0.22675551969353736,-0.20571848061532272,-0.10385457731393322,0.022155099793197408
2016-05-19,-0.24096203006659556,-0.2339462094903504,-0.12133437251310086,0.004992262628632282
2016-05-20,-0.24532622666539483,-0.22309856963026187,-0.12133437251310086,0.005466431877046318
2016-05-23,-0.25411193704320123,-0.22963824583031878,-0.12482066802588188,0.005940376395540348
2016-05-24,-0.24096203006659556,-0.2119227720144119,-0.10911232260285075,0.01982132305301665
2016-05-25,-0.24034024387861264,-0.20881581466861387,-0.11209639612494104,0.013492918854329794
2016-05-26,-0.2610695651784969,-0.22287386300284995,-0.12925428731593502,-0.004059663341413167
2016-05-27,-0.25663639167403485,-0.20770853438052228,-0.12087043238959927,0.00877933608045156
2016-05-31,-0.2484550927031326,-0.20970255635797797,-0.1130163804572728,0.012316604448656232
2016-06-01,-0.2472023235087515,-0.20616038202910936,-0.11186657606356665,0.013728069584609148
2016-06-02,-0.2560046652518868,-0.20792994304549728,-0.13653040348956225,0.004992262628632282
2016-06-03,-0.2835352329367926,-0.22737839234606438,-0.15747858829628392,-0.006455502756878673
2016-06-06,-0.2690351958962576,-0.22219996025448419,-0.16447924261756874,-0.004538372240812549
2016-06-07,-0.23445141715987683,-0.1938606142984196,-0.1448096297753989,0.026109930271396742
2016-06-08,-0.22982684552489774,-0.19648362665657348,-0.15076557374476263,0.03604417638559232
2016-06-09,-0.20281858254381335,-0.17461887116316,-0.13770893599395784,0.05178172635663847
2016-06-10,-0.21063353463041468,-0.18798399605097993,-0.14623576643329983,0.03902824990768261
2016-06-13,-0.2519082624171398,-0.23281067963219115,-0.1818284645234267,0.004755138904803502
2016-06-14,-0.298248555580229,-0.2785528657672889,-0.2184791298461337,-0.05084178983217846
2016-06-15,-0.29397577471808445,-0.25972436787688213,-0.2241202017462296,-0.049338468105228905
2016-06-16,-0.3392627483898947,-0.28474922294721905,-0.24674498511922094,-0.05335251896957338
2016-06-17,-0.3324227502959505,-0.26603945056593536,-0.2470080953769811,-0.054358482349170956
2016-06-20,-0.3198908695524092,-0.24790357591018575,-0.24490554972308365,-0.0473374211150861
2016-06-21,-0.309510686757525,-0.2148165094772856,-0.22979327595115562,-0.03492107103133568
2016-06-22,-0.3138505723355429,-0.20970255635797797,-0.2329012540011477,-0.04135838318808194
2016-06-23,-0.2992372090264359,-0.20792994304549728,-0.23914633966021936,-0.05814019673680404
2016-06-24,-0.41368755112375943,-0.3033286071383001,-0.32437958623547214,-0.091005767149686
2016-06-27,-0.48175658869645543,-0.38737757648001114,-0.3774997384331238,-0.132306509881702
2016-06-28,-0.42409265357932746,-0.3560842602706251,-0.3389826273364558,-0.11424423163946829
2016-06-29,-0.38994208747523107,-0.315334182478892,-0.2946938067294931,-0.07597962923569623
2016-06-30,-0.36815944795228406,-0.30381582900435955,-0.28946471482206126,-0.06778496875413875
2016-07-01,-0.33276364782333,-0.29580709752031886,-0.2801750264570195,-0.05788768198090777
2016-07-05,-0.34649539867465506,-0.32225973024835053,-0.31195008634445465,-0.06778496875413875
2016-07-06,-0.3667474845819805,-0.346884077806374,-0.31307360051885924,-0.06982729819014377
2016-07-07,-0.33037986684198906,-0.32723612171449545,-0.29111310458871165,-0.05159439476338523
2016-07-08,-0.30884467083858835,-0.2931516798494864,-0.26398911930434465,-0.03442759810188356
2016-07-11,-0.2722393121058322,-0.2709788722864679,-0.24411828345339037,-0.0221695385383609
2016-07-12,-0.16578824832642436,-0.18624943328083088,-0.19074163607904504,0.020755487432310815
2016-07-13,-0.17186550860551364,-0.19276976143626845,-0.20703879275093762,0.010431636516575526
2016-07-14,-0.13119446125177125,-0.1502919661648785,-0.17177320257924222,0.028429005443359134
2016-07-15,-0.13091584005812162,-0.15910810585131907,-0.19647801659714226,0.028197375145487147
2016-07-18,-0.12702263733164942,-0.15322205183645154,-0.19348103795889982,0.028660670445141534
2016-07-19,-0.12757789716181156,-0.1502919661648785,-0.18281492369787022,0.017950461517404648
2016-07-20,-0.13008033575337663,-0.1409315073123656,-0.19074163607904504,0.0016668582643641905
2016-07-21,-0.15717000361198297,-0.17547578885196824,-0.2336797354058624,-0.11718739390717481
2016-07-22,-0.11790524211583975,-0.15616074814615377,-0.22232187894440703,-0.1036142746619233
2016-07-25,-0.13342665611596738,-0.1705586320902177,-0.22232187894440703,-0.11611613201137105
2016-07-26,-0.11269336288953324,-0.15280293074793017,-0.2205267843030776,-0.09178922701308911
2016-07-27,-0.12231538830406352,-0.15889732643353094,-0.23316064747810916,-0.1129093165523698
2016-07-28,-0.11845546104454252,-0.1597407912824762,-0.21210724652862734,-0.11317611632530467
2016-07-29,-0.14184183173009401,-0.1705586320902177,-0.22772657842022337,-0.12552866066269264
2016-08-01,-0.13902893321524745,-0.16058504871180368,-0.20906313124912312,-0.12471832721380682
2016-08-02,-0.19953067655078094,-0.2251235483702243,-0.29056333936801915,-0.1660579132220641
2016-08-03,-0.20042629626293973,-0.21392522344289677,-0.28809318156179486,-0.15653669474935317
2016-08-04,-0.19744382203393807,-0.1918979018649969,-0.286449758214236,-0.14159873768566156
2016-08-05,-0.1721558885268193,-0.13865665137543282,-0.25599336112340065,-0.10308582213943085
2016-08-08,-0.1747725539646181,-0.13700542644308467,-0.2621177192899702,-0.11371003137360258
2016-08-09,-0.16780990085105696,-0.15112820081310474,-0.2698935219823557,-0.11344308913323564
2016-08-10,-0.1797338415955294,-0.16566553549969365,-0.28809318156179486,-0.12606911048845326
2016-08-11,-0.15717000361198297,-0.16248719768587883,-0.28208055837051393,-0.11933326422856938
2016-08-12,-0.1583148496757656,-0.16609008354925292,-0.29166317221746363,-0.13885669344767626
2016-08-15,-0.13147326644467006,-0.14695376459297105,-0.2761039741801268,-0.1290473340587437
2016-08-16,-0.1072363025526184,-0.14737036132954628,-0.27556239662474535,-0.13885669344767626
2016-08-17,-0.11132632949482524,-0.1434190486542435,-0.2602498148729664,-0.1298611844815416
2016-08-18,-0.1094155960615466,-0.15553032299395042,-0.27204932528935766,-0.130132546180032
2016-08-19,-0.11433623176511487,-0.16630238467923553,-0.2801750264570195,-0.14352259970693027
2016-08-22,-0.12785558975535416,-0.16927983027073124,-0.2845358904157176,-0.145450170108834
2016-08-23,-0.11680571164901998,-0.15784385427043102,-0.282353133281962,-0.13421256077142862
2016-08-24,-0.10996105824500058,-0.15553032299395042,-0.2801750264570195,-0.13503052345973154
2016-08-25,-0.10805292921562559,-0.15700198723191905,-0.28836729592755894,-0.13421256077142862
2016-08-26,-0.12148703593941246,-0.17098526302931916,-0.2988415113368994,-0.14572579579323497
2016-08-29,-0.123144532871033,-0.16927983027073124,-0.2861761688976485,-0.14077528232325554
2016-08-30,-0.09910619706152657,-0.08673348419041282,-0.26962442438018197,-0.12094577120768513
2016-08-31,-0.11955680795827517,-0.098173487107442,-0.2807191085607337,-0.1290473340587437
2016-09-01,-0.1212110007213778,-0.08869662356784946,-0.2788161667029634,-0.13694177850772293
2016-09-02,-0.11324072082072911,-0.08477426584568937,-0.269355399172047,-0.12877626664563824
2016-09-06,-0.10153830620874249,-0.08379609424691914,-0.2788161667029634,-0.12715109366694755
2016-09-07,-0.05424377241210809,-0.03532255382652538,-0.22386304436950066,-0.08139408323419595
2016-09-08,-0.03887859212515332,-0.022734451664148114,-0.21388727734742075,-0.0793280179905782
2016-09-09,-0.06097601730794322,-0.05850270278670511,-0.25387185852454586,-0.1166516195090237
2016-09-12,-0.06488078661410412,-0.04336524758550997,-0.23575878584306098,-0.10387870654789877
2016-09-13,-0.09050631329622938,-0.07406649801595933,-0.2597167535987128,-0.12202222221829251
2016-09-14,-0.11708053335990387,-0.08653741945071891,-0.27070145507623566,-0.130132546180032
2016-09-15,-0.11653107021494558,-0.07271188347194935,-0.2661321154772991,-0.12606911048845326
2016-09-16,-0.14212351425898317,-0.08653741945071891,-0.2801750264570195,-0.13694177850772293
2016-09-19,-0.14353344122433098,-0.08732205887674427,-0.25865148275656,-0.13393998585998057
2016-09-20,-0.151749866544296,-0.10015916037523631,-0.25705570122956134,-0.13067559419243002
2016-09-21,-0.1654998213283405,-0.1017506035264435,-0.2459562699628557,-0.1282342488011916
2016-09-22,-0.14890899895318643,-0.08575339520106251,-0.23419909292584062,-0.11691941973206754
2016-09-23,-0.1404343934232397,-0.08751827753203312,-0.22695271588272004,-0.11933326422856938
2016-09-26,-0.15802846065594212,-0.11740097867782096,-0.24621907247489938,-0.12931857843275818
2016-09-27,-0.12785558975535416,-0.098173487107442,-0.21592554126467212,-0.0850200749675758
2016-09-28,-0.13230993584725992,-0.09322641061351478,-0.21541558566683294,-0.09729019933081506
2016-09-29,-0.13286814009860182,-0.08379609424691914,-0.2205267843030776,-0.09519096398175497
2016-09-30,-0.11105308440760231,-0.05812145121164214,-0.21210724652862734,-0.07597962923569623
2016-10-03,-0.08171441352037823,-0.04336524758550997,-0.19647801659714226,-0.054358482349170956
2016-10-04,-0.08357289522144606,-0.034391555954018216,-0.19223485582235345,-0.06906094794326068
2016-10-05,-0.07721531450254648,-0.03271791254658929,-0.18800971802530997,-0.07059433374276303
2016-10-06,-0.06932470942536906,-0.029749453065432085,-0.19747904061576227,-0.06880566077766126
2016-10-07,-0.08091900636786287,-0.05147315108371453,-0.22257854231515983,-0.08683801321354201
2016-10-10,-0.05063739573811432,-0.025682129653070707,-0.2017444634897041,-0.05360389097917073
2016-10-11,-0.06853899262669794,-0.03830762780193897,-0.22283536954237348,-0.05310111426122832
2016-10-12,-0.09023869760953662,-0.05033783643276335,-0.21439645397283202,-0.047587380791085376
2016-10-13,-0.041677850739919364,-0.03513631331871947,-0.19572795330161874,-0.013919063579294733
2016-10-14,-0.05682771369863149,-0.044304641486478946,-0.1949783569072414,-0.015370124843275601
2016-10-17,-0.0586404732726411,-0.047505284045110674,-0.2123613981332686,-0.017308061860316748
2016-10-18,-0.03887859212515332,-0.03532255382652538,-0.20956985682651297,-0.0066953569420586945
2016-10-19,-0.006867791922997579,-0.0030617220641584453,-0.17372723386327138,0.006887592094136696
2016-10-20,-0.007852793601409225,0.0171157517853624,-0.16012824929413005,0.007833911424141249
2016-10-21,-0.024998166073067818,-0.00017987836237409738,-0.1671475429132272,0.011138904697640672
2016-10-24,-0.026754085046165166,-0.010302841916102423,-0.16230137956485358,0.00877933608045156
2016-10-25,-0.030275296016919473,-0.01777985021561168,-0.16617641108499903,-0.00023831060895496137
2016-10-26,-0.03964124069383557,-0.029749453065432085,-0.1615764165313327,-0.08865926237893573
2016-10-27,-0.024747612974121314,-0.021631352466668474,-0.1598870305254776,-0.06702008423750128
2016-10-28,-0.020996163692938552,-0.009031853204749751,-0.16302677627491002,-0.06855034140358063
2016-10-31,-0.007606499187002402,0.011087361988150413,-0.1526789447513459,-0.04658810724435236
2016-11-01,-0.027507635090405103,0.006988638560105009,-0.1500489227130597,-0.05586947160145206
2016-11-02,-0.029771506123639213,0.009485507886736855,-0.14885576575868775,-0.05763513466619363
2016-11-03,-0.03811642787719327,0.0059166110494119906,-0.14909433788653326,-0.05536555479828298
2016-11-04,-0.029016248851589044,0.028715176247300356,-0.12645179254762962,-0.03838212237276428
2016-11-07,0.014077946588042956,0.05117637027206001,-0.09590634709003076,-0.009338015785750553
2016-11-08,0.01912661888920164,0.06441489683005042,-0.0886942422990189,-0.0007151932481543888
2016-11-09,0.036009651677112675,0.07814585063986534,-0.07265466407364407,0.009723777720187954
2016-11-10,0.03341253980437431,0.07498098680237764,-0.05730346881419557,0.039257385269765965
2016-11-11,0.04819636113368864,0.08013952019571935,-0.04798897936254276,0.04382988441127722
2016-11-14,0.059084948053394815,0.12381881764216551,-0.02475937594109867,0.07769338120537528
2016-11-15,0.0899403177330016,0.17220033083019182,-0.020974672096726543,0.09734470224938807
2016-11-16,0.08299045091244173,0.16368709046616203,-0.026657112945351447,0.08865840371362532
2016-11-17,0.11356441026275776,0.1990837161753154,-0.0030874065628836433,0.10681321786084075
2016-11-18,0.1229030923084995,0.20540030420441635,0.004920093465313968,0.11470665077187459
2016-11-21,0.11900452791260063,0.21559848341862242,-0.001028050606124875,0.12106124175419497
2016-11-22,0.11900452791260063,0.22296370039570146,0.004920093465313968,0.11555620691674573
2016-11-23,0.12463099408555589,0.22841639378654577,0.011239502053809414,0.12127233267826654
2016-11-25,0.134935927333236,0.23141702608851578,0.011849001184138341,0.12295977942569891
2016-11-28,0.12807778438184636,0.2193600928924031,-0.0034997084876193796,0.12443392297841749
2016-11-29,0.13642989187336285,0.22612418598542572,-0.0014395826614528318,0.11852426515074166
2016-11-30,0.12678659904692946,0.21501850780381826,-0.0099133306987782,0.10509836177046639
2016-12-01,0.11181726351006605,0.2080326587862178,-0.018459497235048694,0.11491908722055921
2016-12-02,0.11943838869181267,0.21964881139788872,-0.007218727226623756,0.13260748600109862
2016-12-05,0.11116133741468914,0.20496092259901033,-0.017413378571160987,0.11491908722055921
2016-12-06,0.12657128039318088,0.24389421756211593,0.015700199273186666,0.1277952674485472
2016-12-07,0.17327731178496686,0.26425753024557963,0.048927133129434974,0.17230170408939438
2016-12-08,0.16086759132680495,0.268528358015768,0.05380757243972134,0.1672740412581475
2016-12-09,0.19342241982938324,0.3013891386554839,0.062146616529012544,0.1710974173328208
2016-12-12,0.15124813012785676,0.2753786384637271,0.026565515565253772,0.1626261689268209
2016-12-13,0.15648758462045853,0.2659129692193529,0.020342442787789405,0.16626548366958538
2016-12-14,0.15815838738507182,0.27127416667692117,0.023559169488887477,0.16080153274545683
2016-12-15,0.16605701665121497,0.29632114626983874,0.03711600206173493,0.18703716961096584
2016-12-16,0.15208830902656656,0.2913616461390953,0.030360559063062453,0.17390526891554448
2016-12-19,0.17183743305409482,0.29216762586537737,0.03553055122415483,0.18228182715008456
2016-12-20,0.18492554155240315,0.31302800665856445,0.04225127555988539,0.19294966689814919
2016-12-21,0.18999192170377732,0.30867929028735475,0.04539840351018576,0.18822249911158684
2016-12-22,0.17409911377835918,0.2882663509338732,0.023157634490958312,0.18029378523013895
2016-12-23,0.16977680410727514,0.29632114626983874,0.02496323541942047,0.18426600021325656
2016-12-27,0.1724547554019904,0.2947153283506063,0.03433988707633606,0.18505856840532697
2016-12-28,0.15292770259422106,0.2793304174316562,0.01731730125218034,0.17870044029011112
2016-12-29,0.1440781257282877,0.2759246515327636,0.013269593866607643,0.17929828018663452
2016-12-30,0.13215545135842266,0.2704511630902964,0.010832988669575272,0.1721011158317065
