Date,RIO,RIO.L
2019-06-21,45.07379913330078,4146.896484375
2019-06-24,45.57486343383789,4201.28125
2019-06-25,45.61225891113281,4220.7353515625
2019-06-26,46.143245697021484,4269.37158203125
2019-06-27,46.330204010009766,4269.814453125
2019-06-28,46.62187194824219,4315.79736328125
2019-07-01,46.95093536376953,4346.748046875
2019-07-02,47.66140365600586,4400.689453125
2019-07-03,47.3473014831543,4391.84619140625
2019-07-04,44.909263610839844,4343.21044921875
2019-07-05,44.909263610839844,4176.962890625
2019-07-08,45.2308464050293,4246.3798828125
2019-07-09,45.305633544921875,4248.59130859375
2019-07-10,45.91139602661133,4294.1318359375
2019-07-11,45.5075569152832,4265.8349609375
2019-07-12,45.40285110473633,4252.12841796875
2019-07-15,46.00114440917969,4304.74365234375
2019-07-16,45.19345474243164,4288.826171875
2019-07-17,45.589820861816406,4311.818359375
2019-07-18,45.35798263549805,4226.92529296875
2019-07-19,45.70199966430664,4289.7109375
2019-07-22,45.43276596069336,4260.5283203125
2019-07-23,45.28319549560547,4269.814453125
2019-07-24,43.40605926513672,4073.50048828125
2019-07-25,42.852638244628906,4046.087646484375
2019-07-26,43.02465057373047,4072.6162109375
2019-07-29,43.234046936035156,4139.822265625
2019-07-30,43.40605926513672,4181.384765625
2019-07-31,42.688106536865234,4154.4130859375
2019-08-01,40.78105163574219,4014.252685546875
2019-08-02,39.846221923828125,3878.9560546875
2019-08-05,38.99365234375,3793.621826171875
2019-08-06,38.99365234375,3738.35302734375
2019-08-07,38.559898376464844,3709.61376953125
2019-08-08,39.50361633300781,3721.08642578125
2019-08-09,38.04513931274414,3629.804443359375
2019-08-12,38.05293655395508,3615.932861328125
2019-08-13,39.00445556640625,3684.842041015625
2019-08-14,37.87355422973633,3634.726318359375
2019-08-15,38.193328857421875,3602.956787109375
2019-08-16,38.07633972167969,3584.1630859375
2019-08-19,38.318115234375,3637.858642578125
2019-08-20,37.99834060668945,3588.19091796875
2019-08-21,37.8111572265625,3570.7392578125
2019-08-22,37.865753173828125,3531.363037109375
2019-08-23,37.42118835449219,3512.12255859375
2019-08-26,37.70976638793945,3521.071533203125
2019-08-27,37.59278106689453,3521.071533203125
2019-08-28,37.98274230957031,3569.844482421875
2019-08-29,38.419498443603516,3618.170166015625
2019-08-30,39.44902038574219,3713.479736328125
2019-09-02,38.97325897216797,3711.242431640625
2019-09-03,38.97325897216797,3695.1337890625
2019-09-04,40.24454879760742,3765.385009765625
2019-09-05,40.68911361694336,3777.01904296875
2019-09-06,40.68130874633789,3791.785400390625
2019-09-09,40.860694885253906,3775.2294921875
2019-09-10,41.22726821899414,3804.314208984375
2019-09-11,41.52363967895508,3837.873779296875
2019-09-12,41.874610900878906,3876.802978515625
2019-09-13,42.77933120727539,3946.80029296875
2019-09-16,41.843414306640625,3877.25048828125
2019-09-17,41.81221389770508,3815.053466796875
2019-09-18,41.37545394897461,3815.500732421875
2019-09-19,41.266258239746094,3802.971435546875
2019-09-20,41.19606399536133,3788.20556640625
2019-09-23,41.32865905761719,3798.94482421875
2019-09-24,40.104164123535156,3703.18798828125
2019-09-25,40.47853088378906,3737.642578125
2019-09-26,40.104164123535156,3727.798583984375
2019-09-27,40.540924072265625,3802.971435546875
2019-09-30,40.626712799072266,3766.727783203125
2019-10-01,40.06516647338867,3760.015625
2019-10-02,38.801673889160156,3585.058349609375
2019-10-03,38.83286666870117,3572.976806640625
2019-10-04,39.1058464050293,3611.45849609375
2019-10-07,38.754878997802734,3628.462158203125
2019-10-08,38.40391159057617,3603.404052734375
2019-10-09,38.645687103271484,3596.2451171875
2019-10-10,39.6985969543457,3672.760498046875
2019-10-11,41.21946716308594,3767.17529296875
2019-10-14,40.431739807128906,3682.604736328125
2019-10-15,40.088565826416016,3596.692138671875
2019-10-16,39.4022216796875,3536.732421875
2019-10-17,39.597206115722656,3545.234130859375
2019-10-18,39.73759460449219,3545.234130859375
2019-10-21,40.462928771972656,3578.793701171875
2019-10-22,40.71251678466797,3604.74658203125
2019-10-23,40.65791320800781,3631.594482421875
2019-10-24,40.57212448120117,3641.438232421875
2019-10-25,40.9932861328125,3685.28955078125
2019-10-28,41.60163497924805,3704.977783203125
2019-10-29,41.625030517578125,3718.401611328125
2019-10-30,40.969886779785156,3636.068603515625
2019-10-31,40.56432342529297,3592.217529296875
2019-11-01,42.100791931152344,3730.03564453125
2019-11-04,43.07571029663086,3842.796142578125
2019-11-05,43.53586959838867,3886.647216796875
2019-11-06,43.41108322143555,3891.121337890625
2019-11-07,43.29408264160156,3877.25048828125
2019-11-08,42.20218276977539,3764.04296875
2019-11-11,41.63283157348633,3704.5302734375
2019-11-12,41.35205841064453,3709.89990234375
2019-11-13,40.69690704345703,3648.150146484375
2019-11-14,41.27406311035156,3661.574462890625
2019-11-15,42.09299087524414,3717.9541015625
2019-11-18,42.10859298706055,3728.693359375
2019-11-19,42.529754638671875,3771.649658203125
2019-11-20,41.4222526550293,3710.347412109375
2019-11-21,41.5704345703125,3666.496337890625
2019-11-22,41.96039962768555,3744.801513671875
2019-11-25,42.63894271850586,3779.256103515625
2019-11-26,42.787132263183594,3809.68408203125
2019-11-27,42.88072204589844,3794.022705078125
2019-11-28,42.55315399169922,3821.31787109375
2019-11-29,42.55315399169922,3760.015625
2019-12-02,43.01331329345703,3785.520751953125
2019-12-03,42.584346771240234,3735.8525390625
2019-12-04,42.787132263183594,3740.327392578125
2019-12-05,42.5921516418457,3695.581298828125
2019-12-06,43.18489456176758,3773.439208984375
2019-12-09,43.60606002807617,3809.236083984375
2019-12-10,43.723052978515625,3809.236083984375
2019-12-11,44.38599395751953,3864.274169921875
2019-12-12,44.86175537109375,3892.0166015625
2019-12-13,45.01774215698242,3866.511474609375
2019-12-16,45.875667572021484,3946.60693359375
2019-12-17,45.7664794921875,3988.220458984375
2019-12-18,45.64948272705078,3996.275146484375
2019-12-19,45.61048889160156,4024.017578125
2019-12-20,45.836669921875,4056.68212890625
2019-12-23,45.99265670776367,4079.9501953125
2019-12-24,46.02385330200195,4058.472412109375
2019-12-26,46.398223876953125,4070.5537109375
2019-12-27,46.28902816772461,4070.5537109375
2019-12-30,46.148643493652344,4033.41455078125
2019-12-31,46.29683303833008,4029.83447265625
2020-01-02,46.7101936340332,4050.865478515625
2020-01-03,45.89126205444336,4030.7294921875
2020-01-06,45.58708953857422,3964.505126953125
2020-01-07,45.5402946472168,3973.45458984375
2020-01-08,45.93806076049805,4027.14990234375
2020-01-09,45.46229934692383,3983.29833984375
2020-01-10,45.58708953857422,4016.41064453125
2020-01-13,46.117454528808594,4076.370361328125
2020-01-14,46.195438385009766,4067.42138671875
2020-01-15,46.00825500488281,4047.7333984375
2020-01-16,46.13304901123047,4050.865478515625
2020-01-17,47.318546295166016,4162.28369140625
2020-01-20,46.75699234008789,4185.55126953125
2020-01-21,46.75699234008789,4124.2490234375
2020-01-22,47.18595504760742,4119.7744140625
2020-01-23,45.945858001708984,3960.926025390625
2020-01-24,45.04893493652344,3972.112060546875
2020-01-27,42.97431564331055,3772.9921875
2020-01-28,43.29408264160156,3803.419189453125
2020-01-29,43.091304779052734,3794.91748046875
2020-01-30,43.06791305541992,3728.693359375
2020-01-31,41.67182540893555,3654.862060546875
2020-02-03,41.445648193359375,3654.4150390625
2020-02-04,42.8729248046875,3764.490234375
2020-02-05,43.42667770385742,3824.002685546875
2020-02-06,43.19269943237305,3839.663330078125
2020-02-07,41.90580368041992,3747.039306640625
2020-02-10,41.67182540893555,3689.316650390625
2020-02-11,41.999393463134766,3716.16455078125
2020-02-12,43.11470031738281,3815.053466796875
2020-02-13,42.79492950439453,3775.2294921875
2020-02-14,42.5063591003418,3755.988525390625
2020-02-17,42.4439582824707,3769.85986328125
2020-02-18,42.4439582824707,3733.615478515625
2020-02-19,42.38156509399414,3760.015625
2020-02-20,42.26457595825195,3767.17529296875
2020-02-21,42.59994888305664,3760.910400390625
2020-02-24,39.95597457885742,3548.81396484375
2020-02-25,39.33202362060547,3504.06787109375
2020-02-26,38.77047348022461,3501.383056640625
2020-02-27,36.85963821411133,3292.418701171875
2020-02-28,36.60226058959961,3228.879150390625
2020-03-02,38.03733825683594,3329.1103515625
2020-03-03,38.029541015625,3419.945068359375
2020-03-04,40.15095901489258,3516.149169921875
2020-03-05,38.427303314208984,3419.583740234375
2020-03-06,37.772666931152344,3285.087158203125
2020-03-09,34.21306610107422,3045.14892578125
2020-03-10,37.47807693481445,3148.24755859375
2020-03-11,34.94953918457031,3153.402587890625
2020-03-12,31.79908561706543,2781.77978515625
2020-03-13,35.92331314086914,3068.58056640625
2020-03-16,32.944705963134766,3146.841552734375
2020-03-17,34.19670104980469,3180.582763671875
2020-03-18,31.119895935058594,3059.208251953125
2020-03-19,31.062620162963867,2973.44921875
2020-03-20,29.925180435180664,3010.470703125
2020-03-23,29.80243682861328,2905.497802734375
2020-03-24,34.50765609741211,3332.41845703125
2020-03-25,36.15243911743164,3580.3232421875
2020-03-26,37.15076446533203,3514.71533203125
2020-03-27,35.65327453613281,3306.644287109375
2020-03-30,36.74979782104492,3443.483642578125
2020-03-31,37.28168869018555,3485.19140625
2020-04-01,36.14425277709961,3380.687255859375
2020-04-02,37.64992141723633,3488.00341796875
2020-04-03,36.85617446899414,3525.02490234375
2020-04-06,37.919960021972656,3539.552490234375
2020-04-07,37.420799255371094,3539.552490234375
2020-04-08,37.64174270629883,3465.04052734375
2020-04-09,39.000118255615234,3611.252685546875
2020-04-13,39.171958923339844,3583.135009765625
2020-04-14,39.2701530456543,3583.135009765625
2020-04-15,37.65810775756836,3438.328857421875
2020-04-16,38.026344299316406,3462.228759765625
2020-04-17,38.9837532043457,3577.042724609375
2020-04-20,37.969058990478516,3592.0390625
2020-04-21,36.52067184448242,3405.5244140625
2020-04-22,37.87904739379883,3531.117431640625
2020-04-23,37.67447280883789,3545.644775390625
2020-04-24,38.05088806152344,3514.71533203125
2020-04-27,38.37002182006836,3524.556396484375
2020-04-28,38.427303314208984,3535.334716796875
2020-04-29,39.990257263183594,3695.60595703125
2020-04-30,37.797218322753906,3453.32470703125
2020-05-01,36.85617446899414,3387.716796875
2020-05-04,36.80707550048828,3333.824462890625
2020-05-05,36.209716796875,3372.720458984375
2020-05-06,36.42247009277344,3377.875732421875
2020-05-07,37.47807693481445,3491.752197265625
2020-05-08,38.41912078857422,3443.483642578125
2020-05-11,37.20804214477539,3443.483642578125
2020-05-12,36.81525802612305,3480.50537109375
2020-05-13,37.41261672973633,3496.438720703125
2020-05-14,38.09999084472656,3521.276123046875
2020-05-15,38.94283676147461,3675.923583984375
2020-05-18,42.07691955566406,3960.849853515625
2020-05-19,42.40423583984375,4001.62060546875
2020-05-20,42.87066650390625,4017.55419921875
2020-05-21,42.40423583984375,3946.791015625
2020-05-22,42.649723052978516,3995.0595703125
2020-05-26,42.109649658203125,3917.26708984375
2020-05-27,42.82975387573242,3991.779541015625
2020-05-28,42.96886444091797,4019.428466796875
2020-05-29,44.12266540527344,4042.390869140625
2020-06-01,44.900047302246094,4102.37548828125
2020-06-02,45.620155334472656,4164.234375
2020-06-03,46.258426666259766,4235.46630859375
2020-06-04,46.35662078857422,4189.541015625
2020-06-05,46.27478790283203,4264.52099609375
2020-06-08,47.69044494628906,4276.23681640625
2020-06-09,47.25674819946289,4241.08984375
2020-06-10,47.92775344848633,4291.23291015625
2020-06-11,45.45648956298828,4212.9716796875
2020-06-12,47.05217361450195,4307.63525390625
2020-06-15,46.716670989990234,4199.3818359375
2020-06-16,47.011260986328125,4293.576171875
2020-06-17,47.01944351196289,4297.7939453125
2020-06-18,45.93110656738281,4222.34423828125
2020-06-19,45.022796630859375,4186.72900390625
2020-06-22,45.92292022705078,4241.55859375
2020-06-23,46.57756042480469,4312.32177734375
2020-06-24,45.52195358276367,4212.9716796875
2020-06-25,46.446632385253906,4246.24462890625
2020-06-26,45.661067962646484,4249.056640625
2020-06-29,45.48922348022461,4253.2744140625
2020-06-30,45.97201919555664,4263.583984375
2020-07-01,45.8083610534668,4168.9208984375
2020-07-02,46.06203079223633,4259.8349609375
2020-07-03,46.602115631103516,4178.76171875
2020-07-06,46.602115631103516,4264.52099609375
2020-07-07,46.56937789916992,4283.2666015625
2020-07-08,47.70681381225586,4322.63134765625
2020-07-09,47.428592681884766,4322.63134765625
2020-07-10,48.197792053222656,4326.38037109375
2020-07-13,48.07504653930664,4461.34521484375
2020-07-14,49.78529357910156,4521.79833984375
2020-07-15,49.80984115600586,4540.5439453125
2020-07-16,50.063514709472656,4520.392578125
2020-07-17,50.857269287109375,4630.98876953125
2020-07-20,51.07820510864258,4648.328125
2020-07-21,50.16989517211914,4541.01171875
2020-07-22,50.27627182006836,4517.5810546875
2020-07-23,49.65436553955078,4513.83203125
2020-07-24,49.72801208496094,4449.6298828125
2020-07-27,51.200950622558594,4535.38916015625
2020-07-28,50.14534378051758,4466.03173828125
2020-07-29,51.29096603393555,4496.9609375
2020-07-30,49.948951721191406,4382.146484375
2020-07-31,49.948951721191406,4325.44287109375
2020-08-03,50.66086959838867,4503.99072265625
2020-08-04,50.619956970214844,4472.59228515625
2020-08-05,52.86209487915039,4646.921875
2020-08-06,52.367427825927734,4533.3388671875
2020-08-07,51.10142517089844,4484.83642578125
2020-08-10,51.65477752685547,4507.40673828125
2020-08-11,51.43678665161133,4542.94287109375
2020-08-12,52.25004959106445,4646.67236328125
2020-08-13,51.8140754699707,4564.5537109375
2020-08-14,51.63800811767578,4519.41259765625
2020-08-17,52.367427825927734,4594.32763671875
2020-08-18,53.30645751953125,4607.7744140625
2020-08-19,52.17459487915039,4601.05078125
2020-08-20,52.11590576171875,4479.5537109375
2020-08-21,51.58769989013672,4500.68359375
2020-08-24,51.830841064453125,4543.42333984375
2020-08-25,51.1768798828125,4440.65478515625
2020-08-26,51.78053665161133,4510.28759765625
2020-08-27,51.31940841674805,4427.20849609375
2020-08-28,51.96499252319336,4451.70068359375
2020-08-31,51.336177825927734,4470.90966796875
2020-09-01,52.1578254699707,4470.90966796875
2020-09-02,52.25004959106445,4473.79052734375
2020-09-03,50.514530181884766,4324.92041015625
2020-09-04,51.56255340576172,4394.55322265625
2020-09-07,51.03435134887695,4495.40087890625
2020-09-08,51.03435134887695,4514.1298828125
2020-09-09,51.923065185546875,4600.5703125
2020-09-10,51.051116943359375,4594.80810546875
2020-09-11,53.60828399658203,4794.58203125
2020-09-14,53.54121398925781,4802.265625
2020-09-15,54.857521057128906,4931.9267578125
2020-09-16,54.362850189208984,4850.28857421875
2020-09-17,54.26224899291992,4792.6611328125
2020-09-18,54.01072311401367,4808.98876953125
2020-09-21,51.646392822265625,4614.0166015625
2020-09-22,51.48709487915039,4583.7626953125
2020-09-23,50.64029312133789,4589.04541015625
2020-09-24,51.28586959838867,4622.1806640625
2020-09-25,50.60675811767578,4545.82470703125
2020-09-28,50.71575164794922,4493.47998046875
2020-09-29,50.48099136352539,4525.65478515625
2020-09-30,50.63191223144531,4471.39013671875
2020-10-01,50.154014587402344,4464.66650390625
2020-10-02,50.71575164794922,4508.36669921875
2020-10-05,51.336177825927734,4501.16357421875
2020-10-06,49.977943420410156,4468.50830078125
2020-10-07,51.31102752685547,4573.677734375
2020-10-08,51.579322814941406,4552.06787109375
2020-10-09,52.05721664428711,4610.6552734375
2020-10-12,51.72184753417969,4542.46337890625
2020-10-13,51.20203399658203,4528.05615234375
2020-10-14,51.143341064453125,4521.8134765625
2020-10-15,50.766056060791016,4473.31005859375
2020-10-16,50.34684753417969,4462.74560546875
2020-10-19,49.65934753417969,4424.80712890625
2020-10-20,49.95279312133789,4408.47998046875
2020-10-21,50.4893798828125,4401.7568359375
2020-10-22,50.22108840942383,4366.7001953125
2020-10-23,49.96955871582031,4396.955078125
2020-10-26,48.862850189208984,4309.0732421875
2020-10-27,48.58617401123047,4251.92578125
2020-10-28,46.46498489379883,4097.29345703125
2020-10-29,47.49623489379883,4162.60400390625
2020-10-30,47.59684371948242,4184.6943359375
2020-11-02,48.13343048095703,4252.40625
2020-11-03,49.31559371948242,4320.5986328125
2020-11-04,48.29273223876953,4264.89208984375
2020-11-05,49.28205871582031,4314.83544921875
2020-11-06,51.00081253051758,4439.21435546875
2020-11-09,51.612857818603516,4451.70068359375
2020-11-10,52.57703399658203,4586.64404296875
2020-11-11,52.795021057128906,4584.24267578125
2020-11-12,52.032066345214844,4576.5595703125
2020-11-13,52.40934753417969,4544.8642578125
2020-11-16,52.962703704833984,4592.88720703125
2020-11-17,53.03816223144531,4559.271484375
2020-11-18,52.8956298828125,4607.7744140625
2020-11-19,52.91239929199219,4529.4970703125
2020-11-20,53.26453399658203,4584.24267578125
2020-11-23,54.81559753417969,4673.56494140625
2020-11-24,56.71881103515625,4853.169921875
2020-11-25,55.57017517089844,4723.98876953125
2020-11-26,55.377342224121094,4707.6611328125
2020-11-27,55.377342224121094,4727.83056640625
2020-11-30,54.47185516357422,4642.83056640625
2020-12-01,56.60143280029297,4799.86474609375
2020-12-02,58.848384857177734,5031.814453125
2020-12-03,60.84381103515625,5168.1982421875
2020-12-04,61.975669860839844,5234.46923828125
2020-12-07,61.179176330566406,5245.03466796875
2020-12-08,61.112098693847656,5228.70703125
2020-12-09,60.692893981933594,5156.6728515625
2020-12-10,62.025978088378906,5306.50341796875
2020-12-11,62.14335250854492,5326.6728515625
2020-12-14,62.36972427368164,5322.8310546875
2020-12-15,63.878875732421875,5381.41943359375
2020-12-16,63.63573455810547,5329.55419921875
2020-12-17,64.22262573242188,5383.33984375
2020-12-18,64.23100280761719,5430.40185546875
2020-12-21,63.95433044433594,5385.2607421875
2020-12-22,63.124298095703125,5359.328125
2020-12-23,63.82856750488281,5378.53759765625
2020-12-24,63.669273376464844,5353.56640625
2020-12-28,63.37582778930664,5409.27197265625
2020-12-29,63.82856750488281,5409.27197265625
2020-12-30,63.7111930847168,5322.8310546875
2020-12-31,63.06561279296875,5253.67822265625
